"genus","family","order"
"Phlojodicarpus","Apiaceae","Apiales"
"Phlyctidocarpa","Apiaceae","Apiales"
"Physocaulis","Apiaceae","Apiales"
"Physospermopsis","Apiaceae","Apiales"
"Physospermum","Apiaceae","Apiales"
"Physotrichia","Apiaceae","Apiales"
"Pilopleura","Apiaceae","Apiales"
"Pimpinella","Apiaceae","Apiales"
"Pituranthos","Apiaceae","Apiales"
"Platysace","Apiaceae","Apiales"
"Pleiotaenia","Apiaceae","Apiales"
"Pleurospermopsis","Apiaceae","Apiales"
"Pleurospermum","Apiaceae","Apiales"
"Podistera","Apiaceae","Apiales"
"Polemanniopsis","Apiaceae","Apiales"
"Polytaenia","Apiaceae","Apiales"
"Pozoa","Apiaceae","Apiales"
"Prangos","Apiaceae","Apiales"
"Prionosciadium","Apiaceae","Apiales"
"Pseudocannaboides","Apiaceae","Apiales"
"Pseudocarum","Apiaceae","Apiales"
"Pseudocymopterus","Apiaceae","Apiales"
"Pseudopteryxia","Apiaceae","Apiales"
"Pseudoreoxis","Apiaceae","Apiales"
"Pseudorlaya","Apiaceae","Apiales"
"Pseudoselinum","Apiaceae","Apiales"
"Pternopetalum","Apiaceae","Apiales"
"Pterygopleurum","Apiaceae","Apiales"
"Pteryxia","Apiaceae","Apiales"
"Ptilimnium","Apiaceae","Apiales"
"Ptychotis","Apiaceae","Apiales"
"Pycnocycla","Apiaceae","Apiales"
"Rhodosciadium","Apiaceae","Apiales"
"Rhyticarpus","Apiaceae","Apiales"
"Ridolfia","Apiaceae","Apiales"
"Rumia","Apiaceae","Apiales"
"Sajania","Apiaceae","Apiales"
"Sanicula","Apiaceae","Apiales"
"Saposhnikovia","Apiaceae","Apiales"
"Scaligeria","Apiaceae","Apiales"
"Scandia","Apiaceae","Apiales"
"Scandix","Apiaceae","Apiales"
"Schizeilema","Apiaceae","Apiales"
"Schrenkia","Apiaceae","Apiales"
"Schtschurowskia","Apiaceae","Apiales"
"Schulzia","Apiaceae","Apiales"
"Sclerotiaria","Apiaceae","Apiales"
"Selinum","Apiaceae","Apiales"
"Semenovia","Apiaceae","Apiales"
"Seseli","Apiaceae","Apiales"
"Seselopsis","Apiaceae","Apiales"
"Shoshonea","Apiaceae","Apiales"
"Silaum","Apiaceae","Apiales"
"Sinocarum","Apiaceae","Apiales"
"Sinolimprichtia","Apiaceae","Apiales"
"Sison","Apiaceae","Apiales"
"Sium","Apiaceae","Apiales"
"Smyrniopsis","Apiaceae","Apiales"
"Smyrnium","Apiaceae","Apiales"
"Sonderina","Apiaceae","Apiales"
"Soranthus","Apiaceae","Apiales"
"Spananthe","Apiaceae","Apiales"
"Sphaenolobium","Apiaceae","Apiales"
"Sphaerosciadium","Apiaceae","Apiales"
"Sphallerocarpus","Apiaceae","Apiales"
"Sphenosciadium","Apiaceae","Apiales"
"Spuriopimpinella","Apiaceae","Apiales"
"Stefanoffia","Apiaceae","Apiales"
"Steganotaenia","Apiaceae","Apiales"
"Stenocoelium","Apiaceae","Apiales"
"Stenotaenia","Apiaceae","Apiales"
"Stilbocarpa","Apiaceae","Apiales"
"Stoibrax","Apiaceae","Apiales"
"Taenidia","Apiaceae","Apiales"
"Talassia","Apiaceae","Apiales"
"Tana","Apiaceae","Apiales"
"Tauschia","Apiaceae","Apiales"
"Thapsia","Apiaceae","Apiales"
"Thaspium","Apiaceae","Apiales"
"Thunbergiella","Apiaceae","Apiales"
"Tiedemannia","Apiaceae","Apiales"
"Tilingia","Apiaceae","Apiales"
"Tongoloa","Apiaceae","Apiales"
"Tordyliopsis","Apiaceae","Apiales"
"Tordylium","Apiaceae","Apiales"
"Torilis","Apiaceae","Apiales"
"Trachydium","Apiaceae","Apiales"
"Trachyspermum","Apiaceae","Apiales"
"Trepocarpus","Apiaceae","Apiales"
"Trinia","Apiaceae","Apiales"
"Turgenia","Apiaceae","Apiales"
"Uraspermum","Apiaceae","Apiales"
"Vanasushava","Apiaceae","Apiales"
"Vicatia","Apiaceae","Apiales"
"Visnaga","Apiaceae","Apiales"
"Vvedenskia","Apiaceae","Apiales"
"Xanthosia","Apiaceae","Apiales"
"Yabea","Apiaceae","Apiales"
"Zizia","Apiaceae","Apiales"
"Zosima","Apiaceae","Apiales"
"Acanthopanax","Araliaceae","Apiales"
"Anakasia","Araliaceae","Apiales"
"Aralia","Araliaceae","Apiales"
"Arthrophyllum","Araliaceae","Apiales"
"Astrotricha","Araliaceae","Apiales"
"Brassaiopsis","Araliaceae","Apiales"
"Cephalaralia","Araliaceae","Apiales"
"Cheirodendron","Araliaceae","Apiales"
"Chengiopanax","Araliaceae","Apiales"
"Cuphocarpus","Araliaceae","Apiales"
"Cussonia","Araliaceae","Apiales"
"Dendropanax","Araliaceae","Apiales"
"Didymopanax","Araliaceae","Apiales"
"Dizygotheca","Araliaceae","Apiales"
"Eleutherococcus","Araliaceae","Apiales"
"Fatsia","Araliaceae","Apiales"
"Gamblea","Araliaceae","Apiales"
"Gastonia","Araliaceae","Apiales"
"Harmsiopanax","Araliaceae","Apiales"
"Hedera","Araliaceae","Apiales"
"Heteropanax","Araliaceae","Apiales"
"Hydrocotyle","Araliaceae","Apiales"
"Kalopanax","Araliaceae","Apiales"
"Macropanax","Araliaceae","Apiales"
"Merrilliopanax","Araliaceae","Apiales"
"Meryta","Araliaceae","Apiales"
"Metapanax","Araliaceae","Apiales"
"Motherwellia","Araliaceae","Apiales"
"Munroidendron","Araliaceae","Apiales"
"Neopanax","Araliaceae","Apiales"
"Neosciadium","Araliaceae","Apiales"
"Oplopanax","Araliaceae","Apiales"
"Oreopanax","Araliaceae","Apiales"
"Osmoxylon","Araliaceae","Apiales"
"Panax","Araliaceae","Apiales"
"Pentapanax","Araliaceae","Apiales"
"Polyscias","Araliaceae","Apiales"
"Psedera","Araliaceae","Apiales"
"Pseudopanax","Araliaceae","Apiales"
"Raukaua","Araliaceae","Apiales"
"Reynoldsia","Araliaceae","Apiales"
"Schefflera","Araliaceae","Apiales"
"Sciadodendron","Araliaceae","Apiales"
"Seemannaralia","Araliaceae","Apiales"
"Sinopanax","Araliaceae","Apiales"
"Tetrapanax","Araliaceae","Apiales"
"Tetraplasandra","Araliaceae","Apiales"
"Trachymene","Araliaceae","Apiales"
"Trevesia","Araliaceae","Apiales"
"Tupidanthus","Araliaceae","Apiales"
"Woodburnia","Araliaceae","Apiales"
"Griselinia","Griseliniaceae","Apiales"
"Delarbrea","Myodocarpaceae","Apiales"
"Myodocarpus","Myodocarpaceae","Apiales"
"Pseudosciadium","Myodocarpaceae","Apiales"
"Pennantia","Pennantiaceae","Apiales"
"Auranticarpa","Pittosporaceae","Apiales"
"Bentleya","Pittosporaceae","Apiales"
"Billardiera","Pittosporaceae","Apiales"
"Bursaria","Pittosporaceae","Apiales"
"Campylanthera","Pittosporaceae","Apiales"
"Cheiranthera","Pittosporaceae","Apiales"
"Citriobatus","Pittosporaceae","Apiales"
"Hymenosporum","Pittosporaceae","Apiales"
"Marianthus","Pittosporaceae","Apiales"
"Pittosporum","Pittosporaceae","Apiales"
"Pronaya","Pittosporaceae","Apiales"
"Rhytidosporum","Pittosporaceae","Apiales"
"Sollya","Pittosporaceae","Apiales"
"Aralidium","Torricelliaceae","Apiales"
"Melanophylla","Torricelliaceae","Apiales"
"Torricellia","Torricelliaceae","Apiales"
"Ilex","Aquifoliaceae","Aquifoliales"
"Nemopanthes","Aquifoliaceae","Aquifoliales"
"Nemopanthus","Aquifoliaceae","Aquifoliales"
"Prinos","Aquifoliaceae","Aquifoliales"
"Briquetina","Cardiopteridaceae","Aquifoliales"
"Cardiopteris","Cardiopteridaceae","Aquifoliales"
"Citronella","Cardiopteridaceae","Aquifoliales"
"Gonocaryum","Cardiopteridaceae","Aquifoliales"
"Leptaulus","Cardiopteridaceae","Aquifoliales"
"Phlebocalymna","Cardiopteridaceae","Aquifoliales"
"Helwingia","Helwingiaceae","Aquifoliales"
"Phyllonoma","Phyllonomaceae","Aquifoliales"
"Cantleya","Stemonuraceae","Aquifoliales"
"Discophora","Stemonuraceae","Aquifoliales"
"Gastrolepis","Stemonuraceae","Aquifoliales"
"Gomphandra","Stemonuraceae","Aquifoliales"
"Grisollea","Stemonuraceae","Aquifoliales"
"Hartleya","Stemonuraceae","Aquifoliales"
"Irvingbaileya","Stemonuraceae","Aquifoliales"
"Lasianthera","Stemonuraceae","Aquifoliales"
"Medusanthera","Stemonuraceae","Aquifoliales"
"Stemonurus","Stemonuraceae","Aquifoliales"
"Urandra","Stemonuraceae","Aquifoliales"
"Whitmorea","Stemonuraceae","Aquifoliales"
"Agathis","Araucariaceae","Araucariales"
"Araucaria","Araucariaceae","Araucariales"
"Columbea","Araucariaceae","Araucariales"
"Wollemia","Araucariaceae","Araucariales"
"Acmopyle","Podocarpaceae","Araucariales"
"Afrocarpus","Podocarpaceae","Araucariales"
"Dacrycarpus","Podocarpaceae","Araucariales"
"Dacrydium","Podocarpaceae","Araucariales"
"Falcatifolium","Podocarpaceae","Araucariales"
"Halocarpus","Podocarpaceae","Araucariales"
"Lagarostrobos","Podocarpaceae","Araucariales"
"Lepidothamnus","Podocarpaceae","Araucariales"
"Manoao","Podocarpaceae","Araucariales"
"Margbensonia","Podocarpaceae","Araucariales"
"Microcachrys","Podocarpaceae","Araucariales"
"Microstrobos","Podocarpaceae","Araucariales"
"Nageia","Podocarpaceae","Araucariales"
"Parasitaxus","Podocarpaceae","Araucariales"
"Pherosphaera","Podocarpaceae","Araucariales"
"Phyllocladus","Podocarpaceae","Araucariales"
"Podocarpus","Podocarpaceae","Araucariales"
"Prumnopitys","Podocarpaceae","Araucariales"
"Retrophyllum","Podocarpaceae","Araucariales"
"Saxegothaea","Podocarpaceae","Araucariales"
"Sundacarpus","Podocarpaceae","Araucariales"
"Acanthophoenix","Arecaceae","Arecales"
"Acoelorraphe","Arecaceae","Arecales"
"Acoelorrhaphe","Arecaceae","Arecales"
"Acrocomia","Arecaceae","Arecales"
"Actinokentia","Arecaceae","Arecales"
"Actinorhytis","Arecaceae","Arecales"
"Adonidia","Arecaceae","Arecales"
"Aiphanes","Arecaceae","Arecales"
"Allagoptera","Arecaceae","Arecales"
"Alloschmidia","Arecaceae","Arecales"
"Ammandra","Arecaceae","Arecales"
"Ancistrophyllum","Arecaceae","Arecales"
"Aphandra","Arecaceae","Arecales"
"Archontophoenix","Arecaceae","Arecales"
"Areca","Arecaceae","Arecales"
"Arenga","Arecaceae","Arecales"
"Asterogyne","Arecaceae","Arecales"
"Astrocaryum","Arecaceae","Arecales"
"Attalea","Arecaceae","Arecales"
"Bactris","Arecaceae","Arecales"
"Balaka","Arecaceae","Arecales"
"Barcella","Arecaceae","Arecales"
"Barkerwebbia","Arecaceae","Arecales"
"Basselinia","Arecaceae","Arecales"
"Beccariophoenix","Arecaceae","Arecales"
"Bentinckia","Arecaceae","Arecales"
"Bismarckia","Arecaceae","Arecales"
"Borassodendron","Arecaceae","Arecales"
"Borassus","Arecaceae","Arecales"
"Brahea","Arecaceae","Arecales"
"Brassiophoenix","Arecaceae","Arecales"
"Brongniartikentia","Arecaceae","Arecales"
"Burretiokentia","Arecaceae","Arecales"
"Butia","Arecaceae","Arecales"
"Calamus","Arecaceae","Arecales"
"Calyptrocalyx","Arecaceae","Arecales"
"Calyptrogyne","Arecaceae","Arecales"
"Calyptronoma","Arecaceae","Arecales"
"Campecarpus","Arecaceae","Arecales"
"Carpentaria","Arecaceae","Arecales"
"Carpoxylon","Arecaceae","Arecales"
"Caryota","Arecaceae","Arecales"
"Catis","Arecaceae","Arecales"
"Catoblastus","Arecaceae","Arecales"
"Ceratolobus","Arecaceae","Arecales"
"Ceroxylon","Arecaceae","Arecales"
"Chamaedorea","Arecaceae","Arecales"
"Chamaerops","Arecaceae","Arecales"
"Chambeyronia","Arecaceae","Arecales"
"Chelyocarpus","Arecaceae","Arecales"
"Chrysalidocarpus","Arecaceae","Arecales"
"Chuniophoenix","Arecaceae","Arecales"
"Clinosperma","Arecaceae","Arecales"
"Clinostigma","Arecaceae","Arecales"
"Coccothrinax","Arecaceae","Arecales"
"Cocos","Arecaceae","Arecales"
"Colpothrinax","Arecaceae","Arecales"
"Copernicia","Arecaceae","Arecales"
"Corypha","Arecaceae","Arecales"
"Cryosophila","Arecaceae","Arecales"
"Cyphokentia","Arecaceae","Arecales"
"Cyphophoenix","Arecaceae","Arecales"
"Cyphosperma","Arecaceae","Arecales"
"Cyrtostachys","Arecaceae","Arecales"
"Daemonorops","Arecaceae","Arecales"
"Deckenia","Arecaceae","Arecales"
"Desmoncus","Arecaceae","Arecales"
"Dictyocaryum","Arecaceae","Arecales"
"Dictyosperma","Arecaceae","Arecales"
"Dransfieldia","Arecaceae","Arecales"
"Drymophloeus","Arecaceae","Arecales"
"Dypsis","Arecaceae","Arecales"
"Elaeis","Arecaceae","Arecales"
"Eleiodoxa","Arecaceae","Arecales"
"Eremospatha","Arecaceae","Arecales"
"Eugeissona","Arecaceae","Arecales"
"Euterpe","Arecaceae","Arecales"
"Gastrococos","Arecaceae","Arecales"
"Gaussia","Arecaceae","Arecales"
"Geonoma","Arecaceae","Arecales"
"Gronophyllum","Arecaceae","Arecales"
"Guihaia","Arecaceae","Arecales"
"Hedyscepe","Arecaceae","Arecales"
"Hemithrinax","Arecaceae","Arecales"
"Heterospathe","Arecaceae","Arecales"
"Howea","Arecaceae","Arecales"
"Hydriastele","Arecaceae","Arecales"
"Hyophorbe","Arecaceae","Arecales"
"Hyospathe","Arecaceae","Arecales"
"Hyphaene","Arecaceae","Arecales"
"Iguanura","Arecaceae","Arecales"
"Iriartea","Arecaceae","Arecales"
"Iriartella","Arecaceae","Arecales"
"Itaya","Arecaceae","Arecales"
"Jessenia","Arecaceae","Arecales"
"Johannesteijsmannia","Arecaceae","Arecales"
"Juania","Arecaceae","Arecales"
"Jubaea","Arecaceae","Arecales"
"Jubaeopsis","Arecaceae","Arecales"
"Kentiopsis","Arecaceae","Arecales"
"Kerriodoxa","Arecaceae","Arecales"
"Korthalsia","Arecaceae","Arecales"
"Laccospadix","Arecaceae","Arecales"
"Laccosperma","Arecaceae","Arecales"
"Latania","Arecaceae","Arecales"
"Lemurophoenix","Arecaceae","Arecales"
"Leopoldinia","Arecaceae","Arecales"
"Lepidocaryum","Arecaceae","Arecales"
"Lepidorrhachis","Arecaceae","Arecales"
"Leucothrinax","Arecaceae","Arecales"
"Licuala","Arecaceae","Arecales"
"Linospadix","Arecaceae","Arecales"
"Livistona","Arecaceae","Arecales"
"Lodoicea","Arecaceae","Arecales"
"Loxococcus","Arecaceae","Arecales"
"Lytocaryum","Arecaceae","Arecales"
"Manicaria","Arecaceae","Arecales"
"Marojejya","Arecaceae","Arecales"
"Masoala","Arecaceae","Arecales"
"Mauritia","Arecaceae","Arecales"
"Mauritiella","Arecaceae","Arecales"
"Maxburretia","Arecaceae","Arecales"
"Maximiliana","Arecaceae","Arecales"
"Medemia","Arecaceae","Arecales"
"Metroxylon","Arecaceae","Arecales"
"Moratia","Arecaceae","Arecales"
"Myrialepis","Arecaceae","Arecales"
"Nannorrhops","Arecaceae","Arecales"
"Nenga","Arecaceae","Arecales"
"Neodypsis","Arecaceae","Arecales"
"Neonicholsonia","Arecaceae","Arecales"
"Neoveitchia","Arecaceae","Arecales"
"Nephrosperma","Arecaceae","Arecales"
"Normanbya","Arecaceae","Arecales"
"Nypa","Arecaceae","Arecales"
"Oenocarpus","Arecaceae","Arecales"
"Oncocalamus","Arecaceae","Arecales"
"Oncosperma","Arecaceae","Arecales"
"Oothrinax","Arecaceae","Arecales"
"Orania","Arecaceae","Arecales"
"Oraniopsis","Arecaceae","Arecales"
"Orbignya","Arecaceae","Arecales"
"Oreodoxa","Arecaceae","Arecales"
"Parajubaea","Arecaceae","Arecales"
"Paralinospadix","Arecaceae","Arecales"
"Pelagodoxa","Arecaceae","Arecales"
"Phloga","Arecaceae","Arecales"
"Phoenicophorium","Arecaceae","Arecales"
"Phoenix","Arecaceae","Arecales"
"Pholidocarpus","Arecaceae","Arecales"
"Pholidostachys","Arecaceae","Arecales"
"Physokentia","Arecaceae","Arecales"
"Phytelephas","Arecaceae","Arecales"
"Pinanga","Arecaceae","Arecales"
"Plectocomia","Arecaceae","Arecales"
"Plectocomiopsis","Arecaceae","Arecales"
"Podococcus","Arecaceae","Arecales"
"Pogonotium","Arecaceae","Arecales"
"Polyandrococos","Arecaceae","Arecales"
"Ponapea","Arecaceae","Arecales"
"Prestoea","Arecaceae","Arecales"
"Pritchardia","Arecaceae","Arecales"
"Pritchardiopsis","Arecaceae","Arecales"
"Pseudophoenix","Arecaceae","Arecales"
"Ptychococcus","Arecaceae","Arecales"
"Ptychoraphis","Arecaceae","Arecales"
"Ptychosperma","Arecaceae","Arecales"
"Raphia","Arecaceae","Arecales"
"Ravenea","Arecaceae","Arecales"
"Reinhardtia","Arecaceae","Arecales"
"Retispatha","Arecaceae","Arecales"
"Rhapidophyllum","Arecaceae","Arecales"
"Rhapis","Arecaceae","Arecales"
"Rhopaloblaste","Arecaceae","Arecales"
"Rhopalostylis","Arecaceae","Arecales"
"Roscheria","Arecaceae","Arecales"
"Roystonea","Arecaceae","Arecales"
"Sabal","Arecaceae","Arecales"
"Salacca","Arecaceae","Arecales"
"Satakentia","Arecaceae","Arecales"
"Satranala","Arecaceae","Arecales"
"Scheelea","Arecaceae","Arecales"
"Schippia","Arecaceae","Arecales"
"Sclerosperma","Arecaceae","Arecales"
"Serenoa","Arecaceae","Arecales"
"Socratea","Arecaceae","Arecales"
"Solfia","Arecaceae","Arecales"
"Sommieria","Arecaceae","Arecales"
"Syagrus","Arecaceae","Arecales"
"Synechanthus","Arecaceae","Arecales"
"Tahina","Arecaceae","Arecales"
"Tectiphiala","Arecaceae","Arecales"
"Thrinax","Arecaceae","Arecales"
"Trachycarpus","Arecaceae","Arecales"
"Trithrinax","Arecaceae","Arecales"
"Veillonia","Arecaceae","Arecales"
"Veitchia","Arecaceae","Arecales"
"Verschaffeltia","Arecaceae","Arecales"
"Voanioala","Arecaceae","Arecales"
"Wallichia","Arecaceae","Arecales"
"Washingtonia","Arecaceae","Arecales"
"Welfia","Arecaceae","Arecales"
"Wendlandiella","Arecaceae","Arecales"
"Wettinia","Arecaceae","Arecales"
"Wodyetia","Arecaceae","Arecales"
"XButyagrus","Arecaceae","Arecales"
"Zombia","Arecaceae","Arecales"
"Acis","Amaryllidaceae","Asparagales"
"Agapanthus","Amaryllidaceae","Asparagales"
"Allium","Amaryllidaceae","Asparagales"
"Amaryllis","Amaryllidaceae","Asparagales"
"Ammocharis","Amaryllidaceae","Asparagales"
"Apodolirion","Amaryllidaceae","Asparagales"
"Boophane","Amaryllidaceae","Asparagales"
"Boophone","Amaryllidaceae","Asparagales"
"Brunsvigia","Amaryllidaceae","Asparagales"
"Calicharis","Amaryllidaceae","Asparagales"
"Caliphruria","Amaryllidaceae","Asparagales"
"Calostemma","Amaryllidaceae","Asparagales"
"Castellanoa","Amaryllidaceae","Asparagales"
"Cearanthes","Amaryllidaceae","Asparagales"
"Chlidanthus","Amaryllidaceae","Asparagales"
"Clinanthus","Amaryllidaceae","Asparagales"
"Clivia","Amaryllidaceae","Asparagales"
"Crinum","Amaryllidaceae","Asparagales"
"Crossyne","Amaryllidaceae","Asparagales"
"Cryptostephanus","Amaryllidaceae","Asparagales"
"Cyrtanthus","Amaryllidaceae","Asparagales"
"Diphalangium","Amaryllidaceae","Asparagales"
"Eithea","Amaryllidaceae","Asparagales"
"Eremiolirion","Amaryllidaceae","Asparagales"
"Eucharis","Amaryllidaceae","Asparagales"
"Eucrosia","Amaryllidaceae","Asparagales"
"Eustephia","Amaryllidaceae","Asparagales"
"Galanthus","Amaryllidaceae","Asparagales"
"Gemmaria","Amaryllidaceae","Asparagales"
"Gethyllis","Amaryllidaceae","Asparagales"
"Gethyum","Amaryllidaceae","Asparagales"
"Gilliesia","Amaryllidaceae","Asparagales"
"Griffinia","Amaryllidaceae","Asparagales"
"Habranthus","Amaryllidaceae","Asparagales"
"Haemanthus","Amaryllidaceae","Asparagales"
"Hannonia","Amaryllidaceae","Asparagales"
"Hessea","Amaryllidaceae","Asparagales"
"Hieronymiella","Amaryllidaceae","Asparagales"
"Hippeastrum","Amaryllidaceae","Asparagales"
"Hymenocallis","Amaryllidaceae","Asparagales"
"Ipheion","Amaryllidaceae","Asparagales"
"Ismene","Amaryllidaceae","Asparagales"
"Jaimehintonia","Amaryllidaceae","Asparagales"
"Lapiedra","Amaryllidaceae","Asparagales"
"Leopoldia","Amaryllidaceae","Asparagales"
"Leptochiton","Amaryllidaceae","Asparagales"
"Leucocoryne","Amaryllidaceae","Asparagales"
"Leucojum","Amaryllidaceae","Asparagales"
"Lycoris","Amaryllidaceae","Asparagales"
"Mathieua","Amaryllidaceae","Asparagales"
"Miersia","Amaryllidaceae","Asparagales"
"Myobranthus","Amaryllidaceae","Asparagales"
"Namaquanula","Amaryllidaceae","Asparagales"
"Narcissus","Amaryllidaceae","Asparagales"
"Nerine","Amaryllidaceae","Asparagales"
"Nothoscordum","Amaryllidaceae","Asparagales"
"Pamianthe","Amaryllidaceae","Asparagales"
"Pancratium","Amaryllidaceae","Asparagales"
"Paramongaia","Amaryllidaceae","Asparagales"
"Phaedranassa","Amaryllidaceae","Asparagales"
"Phycella","Amaryllidaceae","Asparagales"
"Placea","Amaryllidaceae","Asparagales"
"Plagiolirion","Amaryllidaceae","Asparagales"
"Proiphys","Amaryllidaceae","Asparagales"
"Prototulbaghia","Amaryllidaceae","Asparagales"
"Pyrolirion","Amaryllidaceae","Asparagales"
"Rauhia","Amaryllidaceae","Asparagales"
"Rhodophiala","Amaryllidaceae","Asparagales"
"Scadoxus","Amaryllidaceae","Asparagales"
"Solaria","Amaryllidaceae","Asparagales"
"Speea","Amaryllidaceae","Asparagales"
"Sprekelia","Amaryllidaceae","Asparagales"
"Stenomesson","Amaryllidaceae","Asparagales"
"Sternbergia","Amaryllidaceae","Asparagales"
"Strumaria","Amaryllidaceae","Asparagales"
"Tocantinia","Amaryllidaceae","Asparagales"
"Traubia","Amaryllidaceae","Asparagales"
"Trichlora","Amaryllidaceae","Asparagales"
"Tristagma","Amaryllidaceae","Asparagales"
"Tulbaghia","Amaryllidaceae","Asparagales"
"Ungernia","Amaryllidaceae","Asparagales"
"Urceocharis","Amaryllidaceae","Asparagales"
"Urceolina","Amaryllidaceae","Asparagales"
"Vagaria","Amaryllidaceae","Asparagales"
"Worsleya","Amaryllidaceae","Asparagales"
"Zephyranthes","Amaryllidaceae","Asparagales"
"Acanthocarpus","Asparagaceae","Asparagales"
"Agave","Asparagaceae","Asparagales"
"Albuca","Asparagaceae","Asparagales"
"Alrawia","Asparagaceae","Asparagales"
"Androstephium","Asparagaceae","Asparagales"
"Anemarrhena","Asparagaceae","Asparagales"
"Anthericum","Asparagaceae","Asparagales"
"Aphyllanthes","Asparagaceae","Asparagales"
"Arnocrinum","Asparagaceae","Asparagales"
"Arthropodium","Asparagaceae","Asparagales"
"Asparagus","Asparagaceae","Asparagales"
"Aspidistra","Asparagaceae","Asparagales"
"Barnardia","Asparagaceae","Asparagales"
"Beaucarnea","Asparagaceae","Asparagales"
"Behnia","Asparagaceae","Asparagales"
"Bellevalia","Asparagaceae","Asparagales"
"Beschorneria","Asparagaceae","Asparagales"
"Bessera","Asparagaceae","Asparagales"
"Bloomeria","Asparagaceae","Asparagales"
"Bowiea","Asparagaceae","Asparagales"
"Brimeura","Asparagaceae","Asparagales"
"Brodiaea","Asparagaceae","Asparagales"
"Calibanus","Asparagaceae","Asparagales"
"Camassia","Asparagaceae","Asparagales"
"Campylandra","Asparagaceae","Asparagales"
"Chamaescilla","Asparagaceae","Asparagales"
"Chamaexeros","Asparagaceae","Asparagales"
"Charybdis","Asparagaceae","Asparagales"
"Chionodoxa","Asparagaceae","Asparagales"
"Chlorogalum","Asparagaceae","Asparagales"
